ICD10,PHECODE,Exl. Phecodes,Excl. Phenotypes
M468,715.0,"714-716.00, 696-696.99",Autoimmune arthritis and psoriasis
M469,715.0,"714-716.00, 696-696.99",Autoimmune arthritis and psoriasis
M471,721.2,720-724.99,DORSOPATHIES
M472,721.1,720-724.99,DORSOPATHIES
M478,721.1,720-724.99,DORSOPATHIES
M479,721.0,720-724.99,DORSOPATHIES
M480,720.0,720-724.99,DORSOPATHIES
M481,721.8,720-724.99,DORSOPATHIES
M484,743.4,743-744.99," osteopenia, osteoporosis, pathological fractures"
M485,743.21,743-744.99," osteopenia, osteoporosis, pathological fractures"
M488,724.8,720-724.99,DORSOPATHIES
M489,721.8,720-724.99,DORSOPATHIES
M490,10.0,010-041.99,bacterial infection
M491,715.0,"714-716.00, 696-696.99",Autoimmune arthritis and psoriasis
M495,805.0,800-809.99,Fractures
M498,721.8,720-724.99,DORSOPATHIES
M498,724.9,720-724.99,DORSOPATHIES
M500,724.9,720-724.99,DORSOPATHIES
M500,723.0,720-724.99,DORSOPATHIES
M500,722.9,720-724.99,DORSOPATHIES
M500,722.7,720-724.99,DORSOPATHIES
M501,722.9,720-724.99,DORSOPATHIES
M501,765.0,763-767.99," neuralgia, neuritis, and radiculitis,"
M502,722.1,720-724.99,DORSOPATHIES
M503,722.6,720-724.99,DORSOPATHIES
M508,722.9,720-724.99,DORSOPATHIES
M509,722.9,720-724.99,DORSOPATHIES
M510,,,
M511,,,
M512,,,
M513,722.6,720-724.99,DORSOPATHIES
M514,722.3,720-724.99,DORSOPATHIES
M518,,,
M519,,,
M531,,,
M532,742.9,741-742.99,other non-traumatic joint disorders
M532,741.0,741-742.99,other non-traumatic joint disorders
M533,742.9,741-742.99,other non-traumatic joint disorders
M538,742.9,741-742.99,other non-traumatic joint disorders
M539,721.8,720-724.99,DORSOPATHIES
M539,742.9,741-742.99,other non-traumatic joint disorders
M540,723.0,720-724.99,DORSOPATHIES
M541,766.0,763-767.99," neuralgia, neuritis, and radiculitis,"
M542,761.0,761-761.99,neck pain
M543,764.0,763-767.99," neuralgia, neuritis, and radiculitis,"
M544,764.0,763-767.99," neuralgia, neuritis, and radiculitis,"
M545,760.0,760-760.99,Back pain
M546,760.0,760-760.99,Back pain
M548,760.0,760-760.99,Back pain
M549,760.0,760-760.99,Back pain
M600,712.0,710-716.99,Arthropathies
M601,728.0,725-729.99,"Rheumatism, Excluding The Back"
M602,701.5,700-701.99,hypertrophic skin conditions
M608,770.0,770-770.99,Myalgia and myositis unspecified
M609,770.0,770-770.99,Myalgia and myositis unspecified
M609,359.2,356-359.99,Disorders of the peripheral nervous system
M610,728.1,725-729.99,"Rheumatism, Excluding The Back"
M611,728.1,725-729.99,"Rheumatism, Excluding The Back"
M612,728.1,725-729.99,"Rheumatism, Excluding The Back"
M613,728.1,725-729.99,"Rheumatism, Excluding The Back"
M614,728.1,725-729.99,"Rheumatism, Excluding The Back"
M615,728.1,725-729.99,"Rheumatism, Excluding The Back"
M619,728.1,725-729.99,"Rheumatism, Excluding The Back"
M620,728.0,725-729.99,"Rheumatism, Excluding The Back"
M621,728.0,725-729.99,"Rheumatism, Excluding The Back"
M622,772.0,772-772.99,Other muscular symptoms
M623,728.0,725-729.99,"Rheumatism, Excluding The Back"
M624,772.4,772-772.99,Other muscular symptoms
M624,727.7,725-729.99,"Rheumatism, Excluding The Back"
M625,728.0,725-729.99,"Rheumatism, Excluding The Back"
M625,772.1,772-772.99,Other muscular symptoms
M626,729.0,725-729.99,"Rheumatism, Excluding The Back"
M628,772.0,772-772.99,Other muscular symptoms
M629,359.2,356-359.99,Disorders of the peripheral nervous system
M633,770.0,770-770.99,Myalgia and myositis unspecified
M650,727.0,725-729.99,"Rheumatism, Excluding The Back"
M651,727.1,725-729.99,"Rheumatism, Excluding The Back"
M652,727.0,725-729.99,"Rheumatism, Excluding The Back"
M653,709.7,"690-697.99, 708-709.99",
M653,1010.0,,
M653,727.1,725-729.99,"Rheumatism, Excluding The Back"
M654,727.1,725-729.99,"Rheumatism, Excluding The Back"
M658,727.1,725-729.99,"Rheumatism, Excluding The Back"
M659,727.1,725-729.99,"Rheumatism, Excluding The Back"
M660,727.5,725-729.99,"Rheumatism, Excluding The Back"
M661,727.5,725-729.99,"Rheumatism, Excluding The Back"
M662,727.6,725-729.99,"Rheumatism, Excluding The Back"
M663,727.6,725-729.99,"Rheumatism, Excluding The Back"
M664,727.6,725-729.99,"Rheumatism, Excluding The Back"
M665,727.6,725-729.99,"Rheumatism, Excluding The Back"
M670,727.7,725-729.99,"Rheumatism, Excluding The Back"
M671,727.7,725-729.99,"Rheumatism, Excluding The Back"
M672,727.0,725-729.99,"Rheumatism, Excluding The Back"
M673,727.1,725-729.99,"Rheumatism, Excluding The Back"
M674,727.4,725-729.99,"Rheumatism, Excluding The Back"
M678,727.0,725-729.99,"Rheumatism, Excluding The Back"
M679,727.0,725-729.99,"Rheumatism, Excluding The Back"
M679,781.0,781-781.99,Symptoms involving nervous and musculoskeletal systems
M679,274.21,274-274.99,Gout
M679,729.0,725-729.99,"Rheumatism, Excluding The Back"
M700,727.1,725-729.99,"Rheumatism, Excluding The Back"
M701,727.2,725-729.99,"Rheumatism, Excluding The Back"
M701,726.1,725-729.99,"Rheumatism, Excluding The Back"
M702,726.3,725-729.99,"Rheumatism, Excluding The Back"
M703,726.1,725-729.99,"Rheumatism, Excluding The Back"
M704,726.3,725-729.99,"Rheumatism, Excluding The Back"
M705,726.1,725-729.99,"Rheumatism, Excluding The Back"
M706,726.1,725-729.99,"Rheumatism, Excluding The Back"
M707,726.1,725-729.99,"Rheumatism, Excluding The Back"
M708,729.0,725-729.99,"Rheumatism, Excluding The Back"
M709,729.0,725-729.99,"Rheumatism, Excluding The Back"
M710,727.0,725-729.99,"Rheumatism, Excluding The Back"
M711,727.2,725-729.99,"Rheumatism, Excluding The Back"
M712,727.5,725-729.99,"Rheumatism, Excluding The Back"
M713,727.4,725-729.99,"Rheumatism, Excluding The Back"
M714,727.0,725-729.99,"Rheumatism, Excluding The Back"
M715,727.2,725-729.99,"Rheumatism, Excluding The Back"
M718,727.0,725-729.99,"Rheumatism, Excluding The Back"
M719,727.0,725-729.99,"Rheumatism, Excluding The Back"
M720,728.71,725-729.99,"Rheumatism, Excluding The Back"
M721,728.0,725-729.99,"Rheumatism, Excluding The Back"
M722,728.7,725-729.99,"Rheumatism, Excluding The Back"
M723,728.0,725-729.99,"Rheumatism, Excluding The Back"
M725,772.0,772-772.99,Other muscular symptoms
M728,772.0,772-772.99,Other muscular symptoms
M729,728.7,725-729.99,"Rheumatism, Excluding The Back"
M75,726.0,725-729.99,"Rheumatism, Excluding The Back"
M750,726.1,725-729.99,"Rheumatism, Excluding The Back"
M751,726.1,725-729.99,"Rheumatism, Excluding The Back"
M751,726.0,725-729.99,"Rheumatism, Excluding The Back"
M752,726.0,725-729.99,"Rheumatism, Excluding The Back"
M752,726.1,725-729.99,"Rheumatism, Excluding The Back"
M753,726.2,725-729.99,"Rheumatism, Excluding The Back"
M754,726.0,725-729.99,"Rheumatism, Excluding The Back"
M755,726.0,725-729.99,"Rheumatism, Excluding The Back"
M758,726.0,725-729.99,"Rheumatism, Excluding The Back"
M759,726.0,725-729.99,"Rheumatism, Excluding The Back"
M760,726.1,725-729.99,"Rheumatism, Excluding The Back"
M761,726.1,725-729.99,"Rheumatism, Excluding The Back"
M762,726.1,725-729.99,"Rheumatism, Excluding The Back"
M763,772.0,772-772.99,Other muscular symptoms
M764,726.3,725-729.99,"Rheumatism, Excluding The Back"
M765,726.1,725-729.99,"Rheumatism, Excluding The Back"
M766,726.3,725-729.99,"Rheumatism, Excluding The Back"
M767,726.1,725-729.99,"Rheumatism, Excluding The Back"
M768,726.1,725-729.99,"Rheumatism, Excluding The Back"
M769,726.1,725-729.99,"Rheumatism, Excluding The Back"
M770,726.0,725-729.99,"Rheumatism, Excluding The Back"
M771,726.0,725-729.99,"Rheumatism, Excluding The Back"
M772,726.1,725-729.99,"Rheumatism, Excluding The Back"
M773,726.4,725-729.99,"Rheumatism, Excluding The Back"
M774,726.1,725-729.99,"Rheumatism, Excluding The Back"
M775,726.1,725-729.99,"Rheumatism, Excluding The Back"
M778,726.1,725-729.99,"Rheumatism, Excluding The Back"
M779,726.1,725-729.99,"Rheumatism, Excluding The Back"
M790,729.1,725-729.99,"Rheumatism, Excluding The Back"
M791,770.0,770-770.99,Myalgia and myositis unspecified
M792,766.0,763-767.99," neuralgia, neuritis, and radiculitis,"
M793,729.3,725-729.99,"Rheumatism, Excluding The Back"
M794,729.3,725-729.99,"Rheumatism, Excluding The Back"
M795,1001.0,,
M796,773.0,773-773.99,Pain in limb
M798,729.0,725-729.99,"Rheumatism, Excluding The Back"
M798,771.1,771-771.99,Musculoskeletal symptoms referable to limbs
M799,729.0,725-729.99,"Rheumatism, Excluding The Back"
M804,,,
M805,743.2,743-744.99," osteopenia, osteoporosis, pathological fractures"
M808,743.2,743-744.99," osteopenia, osteoporosis, pathological fractures"
M809,,,
M810,,,
M811,,,
M812,,,
M813,569.2,565-569.99,Other gastrointestinal
M813,,,
M814,,,
M815,,,
M816,,,
M816,743.11,743-744.99," osteopenia, osteoporosis, pathological fractures"
M818,,,
M819,743.11,743-744.99," osteopenia, osteoporosis, pathological fractures"
M821,,,
M831,261.41,260-264.99,Nutritional deficiencies
M832,261.41,260-264.99,Nutritional deficiencies
M833,261.41,260-264.99,Nutritional deficiencies
M834,261.41,260-264.99,Nutritional deficiencies
M838,261.41,260-264.99,Nutritional deficiencies
M839,261.41,260-264.99,Nutritional deficiencies
M840,733.8,730-739.99,"OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
M841,733.8,730-739.99,"OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
M842,,,
M844,743.2,743-744.99," osteopenia, osteoporosis, pathological fractures"
M848,733.0,730-739.99,"OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
M849,733.0,730-739.99,"OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
M850,733.2,730-739.99,"OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
M851,733.0,730-739.99,"OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
M852,733.0,730-739.99,"OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
M854,733.2,730-739.99,"OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
M856,733.2,730-739.99,"OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
M858,733.0,730-739.99,"OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
M859,743.9,743-744.99," osteopenia, osteoporosis, pathological fractures"
M861,710.11,710-716.99,Arthropathies
M863,710.12,710-716.99,Arthropathies
M864,710.12,710-716.99,Arthropathies
M866,710.12,710-716.99,Arthropathies
M868,710.12,710-716.99,Arthropathies
M869,710.19,710-716.99,Arthropathies
M871,733.4,730-739.99,"OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
M872,733.4,730-739.99,"OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
M873,733.4,730-739.99,"OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
M878,733.4,730-739.99,"OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
M879,733.4,730-739.99,"OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
M88,731.1,730-739.99,"OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
M880,731.1,730-739.99,"OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
M889,731.1,730-739.99,"OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
M890,733.0,730-739.99,"OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
M892,733.0,730-739.99,"OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
M893,733.0,730-739.99,"OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
M894,731.0,730-739.99,"OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
M895,733.0,730-739.99,"OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
M896,710.3,710-716.99,Arthropathies
M898,756.5,754-756.99,congenital musculoskeletal anomalies
M899,743.9,743-744.99," osteopenia, osteoporosis, pathological fractures"
M900,10.0,010-041.99,bacterial infection
M907,195.1,195-199.99,"Neoplasms: malignant, secondary or uncertain"
M907,199.0,195-199.99,"Neoplasms: malignant, secondary or uncertain"
M911,732.1,730-739.99,"OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
M912,732.1,730-739.99,"OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
M913,732.1,730-739.99,"OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
M918,732.1,730-739.99,"OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
M919,732.1,730-739.99,"OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
M922,732.1,730-739.99,"OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
M924,732.1,730-739.99,"OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
M925,732.1,730-739.99,"OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
M925,736.0,735-739.99,Acquired deformities
M926,732.1,730-739.99,"OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
M927,732.1,730-739.99,"OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
M928,732.1,730-739.99,"OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
M929,732.1,730-739.99,"OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
M930,732.0,730-739.99,"OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
M931,732.0,730-739.99,"OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
M932,732.7,730-739.99,"OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
M938,732.0,730-739.99,"OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
M939,732.0,730-739.99,"OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
M940,,,
M941,733.0,730-739.99,"OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
M942,,,
M943,733.0,730-739.99,"OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
M948,733.0,730-739.99,"OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
M949,742.8,741-742.99,other non-traumatic joint disorders
M950,738.0,735-739.99,Acquired deformities
M951,738.0,735-739.99,Acquired deformities
M952,738.0,735-739.99,Acquired deformities
M953,738.0,735-739.99,Acquired deformities
M954,738.0,735-739.99,Acquired deformities
M955,738.0,735-739.99,Acquired deformities
M958,738.0,735-739.99,Acquired deformities
M959,738.0,735-739.99,Acquired deformities
M960,858.0,850-859.99,Complications
M961,722.8,720-724.99,DORSOPATHIES
M962,737.1,735-739.99,Acquired deformities
M963,737.1,735-739.99,Acquired deformities
M965,737.3,735-739.99,Acquired deformities
M966,858.0,850-859.99,Complications
M990,769.0,769-769.99," Nonallopathic lesions, NEC"
M995,720.0,720-724.99,DORSOPATHIES
M996,724.9,720-724.99,DORSOPATHIES
M997,720.0,720-724.99,DORSOPATHIES
M998,738.0,735-739.99,Acquired deformities
M999,738.0,735-739.99,Acquired deformities
N001,580.11,580-590.99,diseases of kidney and ureters
N002,580.11,580-590.99,diseases of kidney and ureters
N004,580.11,580-590.99,diseases of kidney and ureters
N005,580.11,580-590.99,diseases of kidney and ureters
N007,580.11,580-590.99,diseases of kidney and ureters
N008,,,
N009,,,
N011,580.11,580-590.99,diseases of kidney and ureters
N012,580.11,580-590.99,diseases of kidney and ureters
N013,580.11,580-590.99,diseases of kidney and ureters
N015,580.11,580-590.99,diseases of kidney and ureters
N017,580.11,580-590.99,diseases of kidney and ureters
N019,580.11,580-590.99,diseases of kidney and ureters
N020,580.12,580-590.99,diseases of kidney and ureters
N021,580.12,580-590.99,diseases of kidney and ureters
N022,580.12,580-590.99,diseases of kidney and ureters
N023,580.12,580-590.99,diseases of kidney and ureters
N025,580.11,580-590.99,diseases of kidney and ureters
N026,580.11,580-590.99,diseases of kidney and ureters
N028,593.0,590-593.99,Urinary tract infections
N029,593.0,590-593.99,Urinary tract infections
N030,580.14,580-590.99,diseases of kidney and ureters
N031,580.12,580-590.99,diseases of kidney and ureters
N032,580.12,580-590.99,diseases of kidney and ureters
N033,580.12,580-590.99,diseases of kidney and ureters
N034,580.11,580-590.99,diseases of kidney and ureters
N035,580.11,580-590.99,diseases of kidney and ureters
N036,580.11,580-590.99,diseases of kidney and ureters
N037,580.11,580-590.99,diseases of kidney and ureters
N039,580.14,580-590.99,diseases of kidney and ureters
N040,580.12,580-590.99,diseases of kidney and ureters
N041,580.12,580-590.99,diseases of kidney and ureters
N042,580.12,580-590.99,diseases of kidney and ureters
N043,580.11,580-590.99,diseases of kidney and ureters
N044,580.11,580-590.99,diseases of kidney and ureters
N045,580.11,580-590.99,diseases of kidney and ureters
N047,580.2,580-590.99,diseases of kidney and ureters
N048,580.2,580-590.99,diseases of kidney and ureters
N049,,,
N049,580.2,580-590.99,diseases of kidney and ureters
N050,580.32,580-590.99,diseases of kidney and ureters
N051,580.32,580-590.99,diseases of kidney and ureters
N052,580.12,580-590.99,diseases of kidney and ureters
N053,580.11,580-590.99,diseases of kidney and ureters
N054,580.11,580-590.99,diseases of kidney and ureters
N055,580.11,580-590.99,diseases of kidney and ureters
